TV smoothing with I-FGSM
./images/test_274.JPEG
l2 norm is 0.06760763932286379
l2 norm is 0.06778021086010147
l2 norm is 0.06789994141314729
l2 norm is 0.0680208783194601
l2 norm is 0.06819644653311746
l2 norm is 0.06832720817153197
l2 norm is 0.06845115903083136
l2 norm is 0.06857234273749346
l2 norm is 0.06872923114656412
l2 norm is 0.06884222482670609
l2 norm is 0.06899796642001069
l2 norm is 0.06916025227990065
l2 norm is 0.06924237062997499
l2 norm is 0.069387504045754
l2 norm is 0.06950740700082834
l2 norm is 0.06961401730715475
l2 norm is 0.06974202433422065
l2 norm is 0.06984961654679689
l2 norm is 0.06995773221825141
l2 norm is 0.07008375935672131
l2 norm is 0.07017012592718898
l2 norm is 0.07031207283208153
l2 norm is 0.07039735561310423
l2 norm is 0.0705703735186599
l2 norm is 0.07063496673884452
l2 norm is 0.07081747187174028
l2 norm is 0.07088455965501311
l2 norm is 0.07104006485214567
l2 norm is 0.07111413605764796
l2 norm is 0.07128605444323101
l2 norm is 0.07136141358535994
l2 norm is 0.07146282770253709
l2 norm is 0.07159808539601661
l2 norm is 0.07169557636977696
l2 norm is 0.07183944519859177
l2 norm is 0.07194869355525163
l2 norm is 0.07203956958839257
l2 norm is 0.07213851665843161
l2 norm is 0.07224844393242459
l2 norm is 0.07236887347792072
l2 norm is 0.07243635333805921
l2 norm is 0.07257649533297159
l2 norm is 0.0726440002769482
l2 norm is 0.07275933367051311
l2 norm is 0.07283129192743262
l2 norm is 0.0729746031353667
l2 norm is 0.07304524965568945
l2 norm is 0.07314885868976731
l2 norm is 0.07323496147113827
l2 norm is 0.07338888735558709
l2 norm is 0.07343589915397518
l2 norm is 0.07369928142488127
l2 norm is 0.07375559473435979
l2 norm is 0.0738728487446654
l2 norm is 0.07392910228007027
l2 norm is 0.07405561474995194
l2 norm is 0.07411684393478932
l2 norm is 0.07421692733032387
l2 norm is 0.07430104348776312
l2 norm is 0.07439707990283176
l2 norm is 0.07449227988182865
l2 norm is 0.07459087941463846
l2 norm is 0.07466945451140827
l2 norm is 0.07477209274972782
l2 norm is 0.07483744924758451
l2 norm is 0.07493521865401785
l2 norm is 0.07503298788985364
l2 norm is 0.07510593291807988
l2 norm is 0.07523305057437339
l2 norm is 0.07530096607805949
l2 norm is 0.07543767229465856
l2 norm is 0.07549645144032985
l2 norm is 0.07564684683330833
l2 norm is 0.07572797273987261
l2 norm is 0.07578943604075543
l2 norm is 0.07586988164682491
l2 norm is 0.07592696468539646
l2 norm is 0.07601058217931934
l2 norm is 0.07607906446094267
l2 norm is 0.0761530100863495
l2 norm is 0.07623637354170705
l2 norm is 0.0763131201490031
l2 norm is 0.07636765543313827
l2 norm is 0.07645777697689904
l2 norm is 0.07652279520081665
l2 norm is 0.07660107249171795
l2 norm is 0.07667835590549167
l2 norm is 0.07674933974020104
l2 norm is 0.07683946207725575
l2 norm is 0.07690517788336973
l2 norm is 0.07698831661234586
l2 norm is 0.0770749212628079
l2 norm is 0.07713045139943328
l2 norm is 0.07723402153233687
l2 norm is 0.07727420791999383
l2 norm is 0.07736875666845508
l2 norm is 0.07741401327387429
l2 norm is 0.0775021430313392
l2 norm is 0.07756484201278216
l2 norm is 0.07763612195151447
l2 norm is 0.07772621957851095
l2 norm is 0.07779496338107111
l2 norm is 0.07790627856967493
l2 norm is 0.07796829123161367
l2 norm is 0.07803439310192112
l2 norm is 0.07812128058162794
l2 norm is 0.07816092440050251
l2 norm is 0.0782661533741509
l2 norm is 0.07829726122534594
l2 norm is 0.07847301930868564
l2 norm is 0.07849628319376922
l2 norm is 0.07861390320905035
l2 norm is 0.07864990033071712
l2 norm is 0.0787252464019754
l2 norm is 0.07878063585215248
l2 norm is 0.078840153459792
l2 norm is 0.07889575439938899
l2 norm is 0.0789603338338336
l2 norm is 0.07900437813465855
l2 norm is 0.07906277906704078
l2 norm is 0.0791099125964218
l2 norm is 0.07916911502030316
l2 norm is 0.07921321371303099
l2 norm is 0.0792763920811694
l2 norm is 0.07932802737032593
l2 norm is 0.07939165398708496
l2 norm is 0.07944189842864345
l2 norm is 0.07950129292800522
l2 norm is 0.07955390902953788
l2 norm is 0.07961159683829437
l2 norm is 0.07964981487630414
l2 norm is 0.0797132664283895
l2 norm is 0.0797482855918596
l2 norm is 0.07981298911356285
l2 norm is 0.07985426269010117
l2 norm is 0.07993093489123883
l2 norm is 0.07995579260863238
l2 norm is 0.08005975303173508
l2 norm is 0.08007597338879507
l2 norm is 0.08015098106902462
l2 norm is 0.08017568053914109
l2 norm is 0.08028653402301208
l2 norm is 0.08030672705715934
l2 norm is 0.08039877531870117
l2 norm is 0.08042629659062298
l2 norm is 0.08048624906263185
l2 norm is 0.08051797971978097
l2 norm is 0.08060687233747549
l2 norm is 0.08063187395685588
l2 norm is 0.08076310854249907
l2 norm is 0.08077632260005717
l2 norm is 0.08087251770629855
l2 norm is 0.08089994401049386
l2 norm is 0.08097136477595664
l2 norm is 0.08099814821484247
l2 norm is 0.08106148070857785
l2 norm is 0.08109546405527956
l2 norm is 0.08116332208257329
l2 norm is 0.08119170259279848
l2 norm is 0.08127295165323303
l2 norm is 0.08130483633757012
l2 norm is 0.08136987588775088
l2 norm is 0.08139992061929353
l2 norm is 0.08146356954334892
l2 norm is 0.08149109406716414
l2 norm is 0.0815681829701568
l2 norm is 0.08159023045988674
l2 norm is 0.08164581791091267
l2 norm is 0.08169614943416445
l2 norm is 0.0817533423335831
l2 norm is 0.08178262555941025
l2 norm is 0.08184054607534086
l2 norm is 0.08188837529087169
l2 norm is 0.08193529852456462
l2 norm is 0.08199739041206605
l2 norm is 0.08204349358331803
l2 norm is 0.08208115796542441
l2 norm is 0.08213995361416564
l2 norm is 0.08217374595895661
l2 norm is 0.08223865605850851
l2 norm is 0.08226492784119585
l2 norm is 0.08235024971707698
l2 norm is 0.08236904360682452
l2 norm is 0.0824704870940519
l2 norm is 0.08248943987816358
l2 norm is 0.08256953039528894
l2 norm is 0.08259103712872316
l2 norm is 0.08266969707513515
l2 norm is 0.08269080608812729
l2 norm is 0.08279287053881033
l2 norm is 0.08280860333901723
l2 norm is 0.0828980786408622
l2 norm is 0.08293116901959242
l2 norm is 0.08298005032497846
l2 norm is 0.08301079969080011
l2 norm is 0.08306596345960619
l2 norm is 0.08308967032250139
l2 norm is 0.08316650368228422
l2 norm is 0.08318341977758906
l2 norm is 0.08337803631308824
l2 norm is 0.08338667018251188
l2 norm is 0.08346175720292943
l2 norm is 0.08347742808995039
l2 norm is 0.08355729888163095
l2 norm is 0.08357645094213537
l2 norm is 0.08365244197639293
l2 norm is 0.08366892311221188
l2 norm is 0.08376149611071462
l2 norm is 0.0837779613512484
l2 norm is 0.08382638497959792
l2 norm is 0.08385809564369755
l2 norm is 0.08390721114103625
l2 norm is 0.08393450576021146
l2 norm is 0.08397665653690173
l2 norm is 0.0840132297804429
l2 norm is 0.08405299488380494
l2 norm is 0.08409011914900168
l2 norm is 0.08413218642752912
l2 norm is 0.08416063088588416
l2 norm is 0.08420633493914101
l2 norm is 0.08424280017855339
l2 norm is 0.08428406749350446
l2 norm is 0.0843222663032391
l2 norm is 0.08437231200846199
l2 norm is 0.08439507808477242
l2 norm is 0.08444189878815002
l2 norm is 0.0844856621536783
l2 norm is 0.08452919076995617
l2 norm is 0.08455755124269115
l2 norm is 0.08460763114495246
l2 norm is 0.0846405593214437
l2 norm is 0.08469904622937956
l2 norm is 0.08471957265390442
l2 norm is 0.08481019173536727
l2 norm is 0.08484650172729312
l2 norm is 0.08488966155387521
l2 norm is 0.08491450444024978
l2 norm is 0.08499008533736913
l2 norm is 0.0850065125528231
l2 norm is 0.08506170140139595
l2 norm is 0.08508092803821302
l2 norm is 0.08513373582589033
l2 norm is 0.08515738926134182
l2 norm is 0.08519696467554073
l2 norm is 0.0852368385778843
l2 norm is 0.08527182011767681
l2 norm is 0.08532669274640954
l2 norm is 0.0853581406352023
l2 norm is 0.08540224691634225
l2 norm is 0.0854402074149415
l2 norm is 0.0854734141290608
l2 norm is 0.08551131036120789
l2 norm is 0.08556929462192811
l2 norm is 0.08560007402975149
l2 norm is 0.08569260132283149
l2 norm is 0.08571911829515719
l2 norm is 0.08575908335835021
l2 norm is 0.08578749862783037
l2 norm is 0.08594759697552803
l2 norm is 0.08597189312568931
l2 norm is 0.08600370609502549
l2 norm is 0.08604204526982281
l2 norm is 0.08606008164274208
l2 norm is 0.08611785051574572
l2 norm is 0.0861338139603366
l2 norm is 0.08618592800033895
l2 norm is 0.08620240552984693
l2 norm is 0.08624996470367705
l2 norm is 0.08627061870391342
l2 norm is 0.08631611455679987
l2 norm is 0.08633762108888332
l2 norm is 0.08637894153193167
l2 norm is 0.0864053152389045
l2 norm is 0.08644782609555997
l2 norm is 0.08646936179921058
l2 norm is 0.08655949932536912
l2 norm is 0.08657429214575635
l2 norm is 0.08662476773733183
l2 norm is 0.08664649861775059
l2 norm is 0.08668485700845353
l2 norm is 0.08670908083578992
l2 norm is 0.08675661989222773
l2 norm is 0.08677509535049556
l2 norm is 0.0868340616971691
l2 norm is 0.08685373237629311
l2 norm is 0.08690414211363579
l2 norm is 0.08692073528520447
l2 norm is 0.08696865660257701
l2 norm is 0.08698659185116936
l2 norm is 0.0870346695187095
l2 norm is 0.08705856066378087
l2 norm is 0.08710106277579086
l2 norm is 0.0871270575559201
l2 norm is 0.08717003910256563
l2 norm is 0.08719363948097797
l2 norm is 0.08724945964943079
l2 norm is 0.08727100029614698
l2 norm is 0.08733489988048294
l2 norm is 0.08734937479984652
l2 norm is 0.0874607594238213
l2 norm is 0.08747808807908367
l2 norm is 0.08750729679438972
l2 norm is 0.08757242511318111
l2 norm is 0.08759546255896776
l2 norm is 0.08767947954606792
l2 norm is 0.08770318176543619
l2 norm is 0.08772285661811673
l2 norm is 0.08779867978981187
l2 norm is 0.08780816236317289
l2 norm is 0.087882513095774
l2 norm is 0.08789303829270759
l2 norm is 0.08794879313024334
l2 norm is 0.08796345554226902
l2 norm is 0.08800771648911387
l2 norm is 0.08802348796896868
l2 norm is 0.0880679857650026
l2 norm is 0.08808831393552778
l2 norm is 0.08812715175213404
l2 norm is 0.08814775947036856
l2 norm is 0.08820032286353092
l2 norm is 0.08822202721541048
l2 norm is 0.08831624449396597
l2 norm is 0.08832323048852628
l2 norm is 0.08840335592054795
l2 norm is 0.08840955550553006
l2 norm is 0.08845496724644064
l2 norm is 0.08847265382263376
l2 norm is 0.08853157829798762
l2 norm is 0.08854228141047674
l2 norm is 0.08858873422912635
l2 norm is 0.08860489104960939
l2 norm is 0.08866754050730989
l2 norm is 0.08867975002559164
l2 norm is 0.08876586734441179
l2 norm is 0.08877268157169826
l2 norm is 0.08887011659427126
l2 norm is 0.0888786360943151
l2 norm is 0.08899888560851132
l2 norm is 0.089016160705224
l2 norm is 0.08906090237205157
l2 norm is 0.0890825669369339
l2 norm is 0.08911154760046282
l2 norm is 0.08914303672697468
l2 norm is 0.08917141808773267
l2 norm is 0.08920630527726613
l2 norm is 0.08923894549243869
l2 norm is 0.08926397861576331
l2 norm is 0.08930396070260518
l2 norm is 0.08931908101093985
l2 norm is 0.08937027813702542
l2 norm is 0.08938422548090647
l2 norm is 0.08943341716908045
l2 norm is 0.08944761496652523
l2 norm is 0.0895529321393505
l2 norm is 0.08956186502601599
l2 norm is 0.0896305269953912
l2 norm is 0.08964490135548987
l2 norm is 0.08969810850923793
l2 norm is 0.08971698774668539
l2 norm is 0.08977008474010113
l2 norm is 0.08979074842867836
l2 norm is 0.08982741165873205
l2 norm is 0.08985963452937974
l2 norm is 0.08993573766317785
l2 norm is 0.08995277072047549
l2 norm is 0.09008906397275088
l2 norm is 0.09010350471962718
[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
finished image ./images/test_8127.JPEG
l2 norm is 0.0
l2 norm is 0.0108529246748631
l2 norm is 0.015341081442472117
l2 norm is 0.018666429718228583
l2 norm is 0.02105528851082129
l2 norm is 0.023168144825250363
l2 norm is 0.02467436544053266
l2 norm is 0.025949451722703267
l2 norm is 0.026954323717772344
l2 norm is 0.028230611379571103
l2 norm is 0.02957050668137412
l2 norm is 0.03092349368750411
l2 norm is 0.031961887625351425
l2 norm is 0.032949631741529685
l2 norm is 0.03402450106838414
l2 norm is 0.0348319503905806
l2 norm is 0.035651593292574286
l2 norm is 0.03652404960588589
l2 norm is 0.03735079942439217
l2 norm is 0.03812914775198979
l2 norm is 0.03882036113975872
l2 norm is 0.039506074574863624
l2 norm is 0.04023984106905064
l2 norm is 0.040612758399116246
l2 norm is 0.04113021946791523
l2 norm is 0.041607563219563194
l2 norm is 0.04219828529600246
l2 norm is 0.04262696962039449
l2 norm is 0.0431724981872383
l2 norm is 0.04360550793648824
l2 norm is 0.04407849396299686
l2 norm is 0.04446589165908605
l2 norm is 0.04509718521751091
l2 norm is 0.0455483415737217
l2 norm is 0.04609875389190699
l2 norm is 0.04638875404711367
l2 norm is 0.046914451607036264
l2 norm is 0.047226980071828774
l2 norm is 0.047553310453313125
l2 norm is 0.047942347918027185
l2 norm is 0.04823017443765397
l2 norm is 0.048788672244066515
l2 norm is 0.04912467075163552
l2 norm is 0.04929149583979463
l2 norm is 0.04962064828967774
l2 norm is 0.049811110362863995
l2 norm is 0.050157568429986636
l2 norm is 0.05034363379766952
l2 norm is 0.05067616832782042
l2 norm is 0.0508605173307891
l2 norm is 0.05128318513982591
l2 norm is 0.05142076982940857
l2 norm is 0.0518951416015625
l2 norm is 0.05220889612271546
l2 norm is 0.052549164981325946
l2 norm is 0.052746453491421576
l2 norm is 0.053015493856830555
l2 norm is 0.05322916533537961
l2 norm is 0.05352607689375605
l2 norm is 0.05371803756949351
l2 norm is 0.05405291580541912
l2 norm is 0.0542307044840674
l2 norm is 0.05448174299619546
l2 norm is 0.0547476654664095
l2 norm is 0.05513193700948547
l2 norm is 0.05534884857047376
l2 norm is 0.055537368246581606
l2 norm is 0.05589635590210253
l2 norm is 0.05609477243115931
l2 norm is 0.05644215142661525
l2 norm is 0.05671027028849671
l2 norm is 0.056854532663940326
l2 norm is 0.05713436720089128
l2 norm is 0.05726536120696154
l2 norm is 0.057588351841205726
l2 norm is 0.05781791362030718
l2 norm is 0.0580230497005966
l2 norm is 0.058262057039645154
l2 norm is 0.05847747710282926
l2 norm is 0.05867824819519077
l2 norm is 0.05892204661004186
l2 norm is 0.05914706796310909
l2 norm is 0.05938254531174915
l2 norm is 0.05967418806812575
l2 norm is 0.05990374381584392
l2 norm is 0.06017399377591752
l2 norm is 0.060351664657259406
l2 norm is 0.06065070954700461
l2 norm is 0.061034778593802325
l2 norm is 0.06117229314152053
l2 norm is 0.06154470795074916
l2 norm is 0.06169046707612335
l2 norm is 0.06196421583485521
l2 norm is 0.06211178508017187
l2 norm is 0.06238837257358602
l2 norm is 0.06255932689288364
l2 norm is 0.0627989733481372
l2 norm is 0.06294809212595211
l2 norm is 0.06319818342999398
l2 norm is 0.06333606282870319
l2 norm is 0.0636363951586012
l2 norm is 0.06378942926935645
l2 norm is 0.06399336754017429
l2 norm is 0.06423446744277934
l2 norm is 0.06445513346461527
l2 norm is 0.064562488019523
l2 norm is 0.06484627388443051
l2 norm is 0.06494274711658718
l2 norm is 0.0652196737673198
l2 norm is 0.06535417911218624
l2 norm is 0.06558037955276223
l2 norm is 0.06568893627543794
l2 norm is 0.06595307933907012
l2 norm is 0.06606760348796732
l2 norm is 0.06632306344160488
l2 norm is 0.0664973475601283
l2 norm is 0.06667230406534377
l2 norm is 0.06678150192506868
l2 norm is 0.0670146212259169
l2 norm is 0.06713708355498717
l2 norm is 0.0673924556687396
l2 norm is 0.06752401567110283
l2 norm is 0.06772043466936982
l2 norm is 0.06783853408547406
l2 norm is 0.06803029756816788
l2 norm is 0.06810271240314715
l2 norm is 0.0683558326893311
l2 norm is 0.06843667088076043
l2 norm is 0.068747647337323
l2 norm is 0.06880893362320298
l2 norm is 0.06912256371324746
l2 norm is 0.06918620005668297
l2 norm is 0.06944469532159682
l2 norm is 0.06952785740837339
l2 norm is 0.06968126468496624
l2 norm is 0.06975314718092894
l2 norm is 0.06992029369420232
l2 norm is 0.070037841796875
l2 norm is 0.07019958768062771
l2 norm is 0.07029873660272956
l2 norm is 0.07046844157238134
l2 norm is 0.07057868718676474
l2 norm is 0.07074656548268277
l2 norm is 0.07087917920162806
l2 norm is 0.07100303634322212
l2 norm is 0.07118409738057384
l2 norm is 0.07129399073562549
l2 norm is 0.07149711714197986
l2 norm is 0.07161510387867252
l2 norm is 0.07177081045921821
l2 norm is 0.0718845520462037
l2 norm is 0.0720151478194362
l2 norm is 0.07213222266205697
l2 norm is 0.07223519122590658
l2 norm is 0.07236915338039608
l2 norm is 0.07244340512276129
l2 norm is 0.07261412909594189
l2 norm is 0.07268813379643631
l2 norm is 0.07284181519413646
l2 norm is 0.07291591450893656
l2 norm is 0.0730589258738851
l2 norm is 0.07313297394330331
l2 norm is 0.07327224750367982
l2 norm is 0.07335266364418154
l2 norm is 0.07349741018891869
l2 norm is 0.0735797067017745
l2 norm is 0.07368480771629042
l2 norm is 0.07381195024892075
l2 norm is 0.07389422729703118
l2 norm is 0.07409826336696952
l2 norm is 0.07417162541033465
l2 norm is 0.07431402804144767
l2 norm is 0.0744010762525128
l2 norm is 0.07449777130139192
l2 norm is 0.07458913139009091
l2 norm is 0.0747333305791556
l2 norm is 0.07481720535778895
l2 norm is 0.07491452877696403
l2 norm is 0.07501935498019016
l2 norm is 0.07509718722431367
l2 norm is 0.0751827929342085
l2 norm is 0.07529455917994185
l2 norm is 0.07538671718114916
l2 norm is 0.07545486774177776
l2 norm is 0.07554992438851567
l2 norm is 0.07565411947438103
l2 norm is 0.07573653799611736
l2 norm is 0.07586373456101896
l2 norm is 0.07593368923962873
l2 norm is 0.07607916545332732
l2 norm is 0.0761670208875953
l2 norm is 0.07623941532719707
l2 norm is 0.07635205916587944
l2 norm is 0.07642847331331462
l2 norm is 0.07652138644960703
l2 norm is 0.07657992361778397
l2 norm is 0.0766940679683316
l2 norm is 0.07674062053448018
l2 norm is 0.07683753188437283
l2 norm is 0.07689425387730955
l2 norm is 0.07698383456788196
l2 norm is 0.07704497594684244
l2 norm is 0.0771281420896131
l2 norm is 0.07721221677705975
l2 norm is 0.07729217562974884
l2 norm is 0.07736547940315974
l2 norm is 0.07743945041125305
l2 norm is 0.07753421206161022
l2 norm is 0.07760042865869204
l2 norm is 0.07770796871238252
l2 norm is 0.07775490540008863
l2 norm is 0.07791611342894562
l2 norm is 0.07797540707444482
l2 norm is 0.0780956451579894
l2 norm is 0.07813035827381427
l2 norm is 0.0782913552831567
l2 norm is 0.07831837742096373
l2 norm is 0.07841976408370013
l2 norm is 0.07845288552747416
l2 norm is 0.07853985253698169
l2 norm is 0.07858297107261769
l2 norm is 0.07867786171606936
l2 norm is 0.07871767481421331
l2 norm is 0.07881504136456989
l2 norm is 0.07885805076608174
l2 norm is 0.07893884960317328
l2 norm is 0.07900685362628644
l2 norm is 0.07906458425978613
l2 norm is 0.07916797393213064
l2 norm is 0.07920899277946758
l2 norm is 0.07931376474655677
l2 norm is 0.0793614474595085
l2 norm is 0.07943531551328797
l2 norm is 0.07947066517152353
l2 norm is 0.07958321163418254
l2 norm is 0.07961350656743951
l2 norm is 0.07972790731429417
l2 norm is 0.0797511963492978
l2 norm is 0.07986070028432043
l2 norm is 0.07988399723918566
l2 norm is 0.07997792068726325
l2 norm is 0.08000751906595283
l2 norm is 0.08011644597875148
l2 norm is 0.08014908705136833
l2 norm is 0.0802495563560178
l2 norm is 0.08028085272944253
l2 norm is 0.08036119451081761
l2 norm is 0.08041574378124358
l2 norm is 0.08046636149648531
l2 norm is 0.08053909763709521
l2 norm is 0.08057983748868848
l2 norm is 0.08067807348366945
l2 norm is 0.08071328559404994
l2 norm is 0.08081882987545404
l2 norm is 0.08084473938183558
l2 norm is 0.08092761707539077
l2 norm is 0.08097940418798068
l2 norm is 0.08104720425819277
l2 norm is 0.081109818128126
l2 norm is 0.08117694998123254
l2 norm is 0.08126872883029032
l2 norm is 0.08133690603876076
l2 norm is 0.08143173557433604
l2 norm is 0.0814887483297327
l2 norm is 0.08162862595990464
l2 norm is 0.08167749432520502
l2 norm is 0.08185088105430985
l2 norm is 0.08193776787274713
l2 norm is 0.0819777700389244
l2 norm is 0.08204860163143002
l2 norm is 0.08209653084705933
l2 norm is 0.08216194969076669
l2 norm is 0.08220842788952754
l2 norm is 0.08226684390086123
l2 norm is 0.08231732462912539
l2 norm is 0.08237770974122699
l2 norm is 0.08242051826282432
l2 norm is 0.082519601788011
l2 norm is 0.0825502716456313
l2 norm is 0.08266463022259728
l2 norm is 0.08269887542617307
l2 norm is 0.08275641631784632
l2 norm is 0.08281682988309415
l2 norm is 0.08287728369002349
l2 norm is 0.08292840637712445
l2 norm is 0.08298945784997214
l2 norm is 0.08305030184087499
l2 norm is 0.08310925512059561
l2 norm is 0.0831549966438852
l2 norm is 0.08321570560997643
l2 norm is 0.08326370961696962
l2 norm is 0.08332342285095175
l2 norm is 0.0833860894069224
l2 norm is 0.08343859974086387
l2 norm is 0.08356921301567183
l2 norm is 0.0836191636742757
l2 norm is 0.08368074344737687
l2 norm is 0.08373324695940632
l2 norm is 0.0837951819090377
l2 norm is 0.08384195161291941
l2 norm is 0.08395466999976653
l2 norm is 0.08399838230957422
l2 norm is 0.08409396772469864
l2 norm is 0.08413688817399685
l2 norm is 0.0842312135126123
l2 norm is 0.08425757418277376
l2 norm is 0.08435851306902416
l2 norm is 0.08437866428153885
l2 norm is 0.08446144845511751
l2 norm is 0.08448651095424618
l2 norm is 0.08455712444649952
l2 norm is 0.08459599811869874
l2 norm is 0.0846487591081186
l2 norm is 0.08470431299050278
l2 norm is 0.0847493502159795
l2 norm is 0.08487177148979311
l2 norm is 0.0849255372979961
l2 norm is 0.08495780511540722
l2 norm is 0.0850123518452337
l2 norm is 0.08507897683532478
l2 norm is 0.08512990964127437
l2 norm is 0.08522509200474285
l2 norm is 0.08527308703816663
l2 norm is 0.0853386872529639
l2 norm is 0.0854020097294431
l2 norm is 0.08543480887845462
l2 norm is 0.0854934850202289
l2 norm is 0.08554221950561554
l2 norm is 0.08559275424575838
l2 norm is 0.08563665540839273
l2 norm is 0.08569907307935197
l2 norm is 0.08572124234065806
l2 norm is 0.08584145847142845
l2 norm is 0.08585729432470234
l2 norm is 0.08598403050278965
l2 norm is 0.08601802066408415
l2 norm is 0.08607753539095518
l2 norm is 0.08609876348952533
l2 norm is 0.08621059990208789
l2 norm is 0.08621579052860376
l2 norm is 0.08629226069051744
l2 norm is 0.0863099615269654
l2 norm is 0.08636302070107338
l2 norm is 0.08639633086423623
l2 norm is 0.08645051666863651
l2 norm is 0.08649198776430862
l2 norm is 0.08654710099469176
l2 norm is 0.08658422074495739
l2 norm is 0.08664593969233697
l2 norm is 0.08667379558664141
l2 norm is 0.08674114685547542
l2 norm is 0.08676418497452393
l2 norm is 0.08681310994999565
l2 norm is 0.08687415975054562
l2 norm is 0.08690181656622388
l2 norm is 0.08693938743587627
l2 norm is 0.08696887613096148
l2 norm is 0.08701156922315771
l2 norm is 0.0870377512349323
l2 norm is 0.08708300672540988
l2 norm is 0.08710547596711474
l2 norm is 0.08718594876143353
l2 norm is 0.08719472627448688
l2 norm is 0.08731411631230895
l2 norm is 0.08734321725440608
l2 norm is 0.08737844801155088
l2 norm is 0.08742742338462488
l2 norm is 0.087458784111811
l2 norm is 0.08755996280121471
l2 norm is 0.08759713443868607
l2 norm is 0.08762395457625015
l2 norm is 0.0876575717979362
l2 norm is 0.0877461835976819
l2 norm is 0.08776310305582444
l2 norm is 0.08789172966580776
l2 norm is 0.08791182315350393
l2 norm is 0.08795849510811518
l2 norm is 0.0879827863901754
l2 norm is 0.08802586323381996
l2 norm is 0.08806880003940779
l2 norm is 0.08811045282262416
l2 norm is 0.08814988838701679
l2 norm is 0.08819378385250536
l2 norm is 0.08823923011863027
